,reviews,label,clean_reviews
399,Bagus banget tas nya....kayak tas mahal...next mau order lagi😁,1.0,bagus banget tas nyakayak tas mahalnext mau order lagi
400,Gk usah ragu blnja d sini.realpik semua barang ny...👍👍👍👍👍,1.0,tidak usah ragu belanja d sinirealpik semua barang ny
401,Nice pokonamah mantaaaafffff hehehhee .. suka cuma ada cacat dikit 😭😭 padahal ini pesenan orang,0.0,nice pokonamah mantaaaafffff hehehhee suka cuma ada cacat sedikit padahal ini pesan orang
402,Pesen brown...yg dkirim blue...cape dech...klo blue mah...dtoko sebelah geh lbh murce...maap jd kecewa...jd hnya bintang 3,0.0,pesan brownyg dkirim bluecape dechklo blue mahdtoko belah geh lebih murcemaap jadi kecewajd hanya bintang
403,"Kirain besar n talinya panjang,,tp trnyta kecil  n GK terlalu panjang,,",0.0,kirain besar n tali panjangtp trnyta kecil n tidak terlalu panjang
404,Tas ny udah mendarat dngn slmat tp pas d tali nya ky udah lama udah karatan,0.0,tas ny sudah darat dengan selamat tetapi pas d tali nya seperti sudah lama sudah karat
405,"Kaitannya 1 rusak mau d kembalikan waktu mepet, apa adanya aj d..",0.0,kait rusak mau d kembali waktu mepet apa ada saja d
406,waaahhh baguzzz tasnyaaa pkoknya seng deh. bahannya jg g kalah sama yg di mall2. hehehe...,1.0,waaahhh baguzzz tasnyaaa pokok seng deh bahan juga tidak kalah sama yang di mall hehehe
407,Cantiiiiik bnget.. gak sempat ftoin keburu di ambil pelanggan,1.0,cantiiiiik bnget tidak sempat ftoin keburu di ambil langgan
408,Sukaaaa....cepet banget pengiriman nya padahal baru kemarin sore dah nyampe lagi...🙏,1.0,sukaaaacepet banget kirim nya padahal baru kemarin sore sudah sampai lagi
409,Tas nya bagussss apalagi tali tasnya tebel jd berkesan mewah ga murahan,1.0,tas nya bagussss apalagi tali tas tebal jadi kesan mewah tidak murah
410,Mantulll pokoknya. Gausah ragu beli di toko ini.,1.0,mantulll pokok tidak usah ragu beli di toko ini
411,"Tali kurang panjang,pendek bgt trnyata",0.0,tali kurang panjangpendek banget nyata
412,Pengiriman sangat lama.,0.0,kirim sangat lama
413,kecewa order yg brown dikirim biru,0.0,kecewa order yang brown kirim biru
414,Recomended lah toko ini pokonya ya jgn ragu bnget sih buat langganan,1.0,recomended lah toko ini poko ya jangan ragu bnget sih buat langgan
415,Pokonya mantul GK kecewa belanja d toko ini,1.0,poko mantul tidak kecewa belanja d toko ini
416,"Gila parahh,harga murah kualitas top markotoppp",1.0,gila parahhharga murah kualitas top markotoppp
417,Sumpah baru kali ini kecewa sama toko ini baru juga kmrin aku psen ponakan aku jga pgn aku beliin lah ga taunya rantenya full lem mending kalo lemnya putih ini mah kuning 😭😭 aga kecewa sama toko nya padahal udh langganan dan tiap pesan selalu baguss kali ini aja yg bikin kecewa 😭😭,0.0,sumpah baru kali ini kecewa sama toko ini baru juga kemarin saya psen ponakan saya juga ingin saya beliin lah tidak tau rante full lem mending kalau lem putih ini mah kuning aga kecewa sama toko nya padahal sudah langgan dan tiap pesan selalu baguss kali ini saja yang bikin kecewa
418,"Bagus juga, tpi ada cacat goresan retak di tutup nya dan itu kelihatan, mungkin krna pengiriman ga pake bubblewrap.",0.0,bagus juga tapi ada cacat gores retak di tutup nya dan itu lihat mungkin karena kirim tidak pakai bubblewrap
419,Mantappppppppp gak pernah kecewa pokonya rekomendasi pokonya mantulll ,1.0,mantappppppppp tidak pernah kecewa poko rekomendasi poko mantulll
420,"Pengirimannya cpt, tasnya bagus, real picture, bahannya jg bgs kayak tas mahal. ",1.0,kirim cepat tas bagus real gambar bahan juga bgs seperti tas mahal
421,"Udah langganan dan gapernah gagal, secinta ituuu💜💜💜💜💜💜💜💜💜💜💜",1.0,sudah langgan dan tidak pernah gagal cinta ituuu
422,Baguuuuusss bgt woy. Sumph ini murh bgttttt gw nemu ini prsis gini d jual 200ribu ini hanya 79.500 kualitasnyaa melebihi ekpektasi ,1.0,baguuuuusss banget woy sumpah ini murh bgttttt saya temu ini prsis begini d jual ribu ini hanya kualitasnyaa lebih ekpektasi
423,"Mantappp banget pengemasan cuma kurang dikasih bubblewrap, tolong dong kualitas pengemasan di tingkatkan lagi , khawatir ke gencet” soalnya kaya rada gepeng😿",1.0,mantappp banget emas cuma kurang kasih bubblewrap tolong dong kualitas emas di tingkat lagi khawatir ke gencet soal kaya rada gepeng
424,"Kualitasnya emang nggk pernah ngecewain, harga murah tapi kualitas nggk murahan. Thanks seller 👍",1.0,kualitas emang tidak pernah ngecewain harga murah tapi kualitas tidak murah terimakasih jual
425,The bestt emg ga prna kecewa beli di sini♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🥺♥️🥺🥺🥺🥺🥺🥺🥺🥺🥺♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,1.0,the bestt emang tidak prna kecewa beli di sini
426,"Bgus bgt kek keliatan mahal wkkk pdhal cman 73rb, good lah suka bgt😘 pengiriman nya juga cpet bgt kmrin di kirim tdi dzuhur udh sampe",1.0,bgus banget seperti lihat mahal wkkk padahal cman rb good lah suka banget kirim nya juga cpet banget kemarin di kirim tadi dzuhur sudah sampai
427,Logo nya kecil padahal di fotonya agak besar gtu 😭 cuman oke lah bahan ny oke pengiriman nya juga oke bahan ny tebal,0.0,logo nya kecil padahal di foto agak besar begitu cuma oke lah bahan ny oke kirim nya juga oke bahan ny tebal
428,Harga dibawah 100rb dapet tas sebaguss ini 😍 baru pertama order gk kecewa wahib order lgi,1.0,harga bawah rb dapet tas sebaguss ini baru pertama order tidak kecewa wahib order lagi
429,"Asli sih ini cantik bangt tasnya, suka sekali mau nambah lagi bingung yang mana",1.0,asli sih ini cantik bangt tas suka sekali mau tambah lagi bingung yang mana
430,Baguuuus ga pernah kecewa belanja tas disini gatau ini tas yang keberapa kali hehe,1.0,baguuuus tidak pernah kecewa belanja tas sini tidak tau ini tas yang berapa kali hehe
431,Alhaldulillah ngga ada yg cacat dan ngga ada yg kurang. Makasih ya,1.0,alhaldulillah tidak ada yang cacat dan tidak ada yang kurang terimakasih ya
432,"gilaaaaaa bagusssssssss bangettttttt sukaaaaaaaaaa realpict bahanya Aluss ga kaku lagii dengan harga segitu ,kaya harga ratusan ribuu😭😭😭😭😭😭😭😭😭🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰",1.0,gilaaaaaa bagusssssssss bangettttttt sukaaaaaaaaaa realpict bahanya aluss tidak kaku lagi dengan harga segitu kaya harga ratus ribuu
433,"Tasnya oke oke semuaaaa, sampe pusing sendiri milihnya, cakeeeppp",1.0,tas oke oke semuaaaa sampai pusing sendiri milihnya cakeeeppp
434,"Sukaaaaaaaaaaaa
Sesuka itu sama tasnya. Gak pernah mengecewakan. Uwaaaaahhhhh",1.0,sukaaaaaaaaaaaa suka itu sama tas tidak pernah kecewa uwaaaaahhhhh
435,"Gak usahh ragu lagii beli tas disini
Kualitasnya buagussssss bangettttttt
Harga terjangkuuuu
Pokoknyaa the bestttttttttttt...  .........",1.0,tidak usahh ragu lagi beli tas sini kualitas buagussssss bangettttttt harga terjangkuuuu pokoknyaa the bestttttttttttt
436,"Sukaaaaaaaaaaa, tdk pernah kecewa beli ditoko ini,, tasnya bsgu",1.0,sukaaaaaaaaaaa tidak pernah kecewa beli di toko ini tas bsgu
437,Gercep banget pengiriman nya cuma 3hri sampai. Kualitas no kaleng2 ,1.0,gercep banget kirim nya cuma hari sampai kualitas nomor kaleng
438,Tali pendek nya satu ngak ada pengait 😭 mana ini pesanan customer lagi,0.0,tali pendek nya satu tidak ada kait mana ini pesan customer lagi
439,"Sampe lupa ini check out ke berapa, produk nggak pernah mengecewakan, selalu dapet harga promo, makasih kak",1.0,sampai lupa ini cek out ke berapa produk tidak pernah kecewa selalu dapet harga promo terimakasih kak
440,"Sangat sangat kecewa, barang dikirim tidak lengkap,shopee memihak ke penjual  padahal Uda banyak bukti dari unboxing sampai foto2,pokoknya rugiiiii,walaupun diganti tapi tetap rugi dari voucher sampai kena potongan  shopee.padahal ini toko Uda reseller loh lain kali teliti lg saat pengemasan.",0.0,sangat sangat kecewa barang kirim tidak lengkapshopee pihak ke jual padahal sudah banyak bukti dari unboxing sampai fotopokoknya rugiiiiiwalaupun ganti tapi tetap rugi dari voucher sampai kena potong shopeepadahal ini toko sudah reseller loh lain kali teliti lagi saat emas
441,"Pesan model apa..yang datang model apa
Br mau jd langganan sudah dikecewakan",0.0,pesan model apayang datang model apa br mau jadi langgan sudah kecewa
442,Awalnya sempet ragu tpi .pas datang barangnya nggk mengecewakan.bahan Rebel . pengiriman CPT.di jamin nggk nyesel blanja di toko ini.,1.0,awal sempet ragu tapi pas datang barang tidak mengecewakanbahan rebel kirim cptdi jamin tidak sesal blanja di toko ini
443,"Biasanya selalu puas, tp kesini2 makin kecewa 😭 terakhir tasnya bernoda skrg kaya gini 😭 mana ini pesenan customer aku lagi",0.0,biasa selalu puas tetapi kesini makin kecewa akhir tas noda sekarang kaya begini mana ini pesan customer saya lagi
444,"Ini  sih tas bukan sekedar murahan tapi kualitas nya lumayan tebal, dan harganya nggak bikin jebol kantong deh 🥰",1.0,ini sih tas bukan dar murah tapi kualitas nya lumayan tebal dan harga tidak bikin jebol kantong deh
445,"Kualitas barang-barang baguuusss
Realpic ❤️❤️ jangan ragu yaaa order disini, saya sdh langganan.",1.0,kualitas barangbarang baguuusss realpic jangan ragu yaaa order sini saya sudah langgan
446,Udah berkali kali beli disini kualitas ttp oke dong pertahankan kak. Cuman ongkirnya yg agak mahal 🤥,1.0,sudah kali kali beli sini kualitas ttp oke dong tahan kak cuma ongkirnya yang agak mahal
447,bagus bgtt tasnyaa bahannya keliatan kl alusann padahal cuma 80rban yaalllah haruss bgtt langganan disini deh asli😭😭😭😭,1.0,bagus bgtt tasnyaa bahan lihat kl alusann padahal cuma rban yaalllah haruss bgtt langgan sini deh asli
448,Bagussssssssss baaaaannnggggeeeeetttt sssuuuummmpaaahhhh parah bgt bagusnyaa...,1.0,bagussssssssss baaaaannnggggeeeeetttt sssuuuummmpaaahhhh parah banget bagusnyaa
449,Saya kira gambar cancelnya besar ternyata kecil soalnya di foto ada yg besar dan yang kecil jadi ragu ,0.0,saya kira gambar cancelnya besar nyata kecil soal di foto ada yang besar dan yang kecil jadi ragu
450,"yang hitamnya sepertinya ketindihan atau kegencet gitu yaaa, jadi agak penyok dan depannya ada garisnya, bentuknya udah gabisa balik kaya semua lagi huhu sedih, tapi gol deh:"").",0.0,yang hitam seperti tindih atau gencet begitu yaaa jadi agak penyok dan depan ada garis bentuk sudah tidak bisa balik kaya semua lagi huhu sedih tapi gol deh
451,"Kualitas produk bagus sih, tapi saya sedikit kecewa dengan produk ini di gambar terdapat 2 tali tapi aslinya hanya 1 tali saja
",0.0,kualitas produk bagus sih tapi saya sedikit kecewa dengan produk ini di gambar dapat tali tapi asli hanya tali saja
452,Baguss bgt pesen pas lagi sale ga usah ragu buat kalian,1.0,baguss banget pesan pas lagi sale tidak usah ragu buat kalian
453,"Tas nya lengket kak, ngelupas ini barang pesanan, auto pesan lagi di toko sebelah, kecewa banget.....",0.0,tas nya lengket kak ngelupas ini barang pesan auto pesan lagi di toko belah kecewa banget
454,"Tukang tipu... Toko ini penipu...
Masa CO bayar tas lain... Di kirimnya yg tas lain harga  murahan lagi...",0.0,tukang tipu toko ini tipu masa cowok bayar tas lain di kirim yang tas lain harga murah lagi
455,"Semoga tidak ads cacat , kmren pesan pengait sbelah nya hilang sebelah",0.0,moga tidak ads cacat kemarin pesan kait belah nya hilang belah
456,"PENJUALNYA GAK AMANAH. PESAN 2 DATANG CUMA 1 
RESPONNYA LAMBAT",0.0,jual tidak amanah pesan datang cuma responnya lambat
457,"Maaf ya aku ksh bintang 3, pketnya bru nyampe 2 mingguan, pdahal pket ku biasanya plng lama 4 hari, aku pesan 2 tas yg sama wrna hitam, yg datang modelnya lain dua2nya, dan dua2nya juga warnanya beda, smpe sini brangnya penyok smua, krna pengemasannya yg cuma plastik doang, perbaiki dong pelayannya",0.0,maaf ya saya kasih bintang pketnya baru sampai minggu padahal paket ku biasa pulang lama hari saya pesan tas yang sama warna hitam yang datang model lain dua dan dua juga warna beda sampai sini brangnya penyok semua karena emas yang cuma plastik saja baik dong layan
458,"Barang real pict, bagus tidak ada kata rugi beli ditoko ini ",1.0,barang real pict bagus tidak ada kata rugi beli di toko ini
459,Barang sangat BAGUSS!  ga kecewa beli 5 sekaligus 🤭🤭,1.0,barang sangat baguss tidak kecewa beli sekaligus
460,Ga dikirim!!! Komplain payah!!!!,0.0,tidak kirim komplain payah
461,Tasnya kotor kayak bekas pakai😂😂😂,0.0,tas kotor seperti bekas pakai
462,bagussss no cacat,1.0,bagussss nomor cacat
463,Pembelian yg kedua kalinya dan tdk mengecewakan😍,1.0,beli yang dua kali dan tidak kecewa
464,Gak mengecewakan pokoknya😍😍,1.0,tidak kecewa pokok
465,"Gak nyesel beli di toko ini.
Tasnya keliatannya kekar, gak asal - asalan lah
Dan pastinya lucuuuuuuuu banget warna dan modelnya.",1.0,tidak sesal beli di toko ini tas lihat kekar tidak asal asal lah dan pasti lucuuuuuuuu banget warna dan model
466,"Bagusss bangeettt sukakk,, gak pernah mengecewakan beli disini udah ke 3 kalinya beli disini.
Kemaren ada flash sale lngusng cuss belii👍🏻👍🏻",1.0,bagusss bangeettt sukakk tidak pernah kecewa beli sini sudah ke kali beli sini kemaren ada flash sale lngusng cuss beli
467,Produk is the best banget..orderan kedua ku ini smoga tetp amanah ya..jgn ragu beli di toko ini..barang nya bagus2 smua,1.0,produk is the best bangetorderan dua ku ini moga tetp amanah yajgn ragu beli di toko inibarang nya bagus semua
468,Bagus siii ka barangnya emang udh langganan siii belanja disini jadi ga ragu lagi,1.0,bagus siii ka barang emang sudah langgan siii belanja sini jadi tidak ragu lagi
469,"saya beli 4 brg lainnya OK  cm ini yg paling kecewa mana beli saat 59K, lalu 3 hr kmdn disale 50 K. 
tapi saya dpt brg cacat, memang diberi spon tp begtu dibuka ternyata cacat, & kulitnya mengelupas2 entah tidak terjahit ato brg lama . 
sebelumnya di pegangannya tdk kelihatan krn di beri plastik",0.0,saya beli barang lain ok cuma ini yang paling kecewa mana beli saat k lalu hari kmdn sale k tapi saya dapat barang cacat memang beri spon tetapi begtu buka nyata cacat kulit kelupas entah tidak jahit ato barang lama belum di pegang tidak lihat karena di beri plastik
470,"Terimakasih tasnya lumayan baguslah, cuma bahan model tutupnya itu kayak bahan beludru, takutnya klo kotor susah ilangnya.",0.0,terimakasih tas lumayan bagus cuma bahan model tutup itu seperti bahan beludru takut kalau kotor susah ilangnya
471,Selalu langganan banget disini. Gapernah kecewa sama sekaliiii yaampun recomended bangetttttt🥰,1.0,selalu langgan banget sini tidak pernah kecewa sama sekaliiii yaampun recomended bangetttttt
472,asli cantik pisaaan..dahlah kalian jangan ragu belanja disini..,1.0,asli cantik pisaaandahlah kalian jangan ragu belanja sini
473,"Trmksh yaa paketnya sudah dtg.. 
Cuman bludru x agak kotor sdkt tp GPP lh mgkn krna wrna putih kli yaa.. thnks",0.0,trmksh yaa paket sudah datang cuma bludru x agak kotor sedikit tetapi tidak-apa-apa lh mungkin karena warna putih kli yaa thnks
474,"Pertama kali di shopee beli tas dan super duper bikin mood booster, bahannya juara untuk tas harga segitu ya ampun bener2 puassss modelnya ga pasaran ga norak bener2 bagusss.
Mo nangissss banget pas ini tas dateng ga sangka bakalan sebagus ini, pokoknya recommended mau langganan beli 2 ga kecewa❤️❤️",1.0,pertama kali di shopee beli tas dan super duper bikin mood booster bahan juara untuk tas harga segitu ya ampun bener puassss model tidak pasar tidak norak bener bagusss mau nangissss banget pas ini tas datang tidak sangka bakal bagus ini pokok recommended mau langgan beli tidak kecewa
475,"baguuusssss.... beneran baguss... tas nya gak tampak murahan ,, beneran gud quality,, buat hang out atau segala acara cucok meonggg... in shaa Allah langganan d sini... best seller dahhhh.... 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘😘😘😘😘😘🤗🤗🤗🤗🤗",1.0,baguuusssss beneran baguss tas nya tidak tampak murah beneran gud kualitas buat hang out atau segala acara cocok meonggg in shaa allah langgan d sini best jual dahhhh
476,Tasnya bagus2 ga kecewa belanja di toko ini udah langganan.,1.0,tas bagus tidak kecewa belanja di toko ini sudah langgan
477,"Gak pernah kecewa pokok nya
Selalu bagussss, pengiriman juga cepet banget cuma sehari wlopun kmren pas Thun baru pesennya
",1.0,tidak pernah kecewa pokok nya selalu bagussss kirim juga cepat banget cuma hari wlopun kemarin pas thun baru sen
478,"Tas ny bgus cma pngemasan n pngiriman ny agx lama. .
Gx pke bubble wrap yaa untung tas ny gx ad yg lecet. .",0.0,tas ny bgus cma pngemasan n pngiriman ny agx lama tidak pakai bubble wrap yaa untung tas ny tidak ada yang lecet
479,"aaaa g pernah kecewa dehhh , udah 3kali beli tas disini brgnya 3hari dah nyampeeeeee love bgtt 🥰🥰😘😘",1.0,aaaa tidak pernah kecewa dehhh sudah kali beli tas sini brgnya hari sudah nyampeeeeee love bgtt
480,"Real pict next order lagi, pengiriman cepet sekali cuma sehari,tapi lama di pengemasan karna lagi banjir orderan 😁🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",1.0,real pict next order lagi kirim cepat sekali cuma seharitapi lama di emas karena lagi banjir order
481,Dengan harga segitu menurut ku terlalu mahal Krn nggak sesuai dgn bahannya.... gambar aja yg import tpi bahan lokal....,0.0,dengan harga segitu turut ku terlalu mahal karena tidak sesuai dengan bahan gambar saja yang import tapi bahan lokal
482,Packing nya lama... Harusnya planning bwt kado tmn.. perkiraan pas.. eh lwt hari H..  harga emang sesuai barang.. B aja,0.0,packing nya lama harus planning untuk kado teman kira pas eh lewat hari h harga emang sesuai barang bb saja
483,"Kemaren aslinya pingin biru
Tp kehabisan..wrn khaki nya agak suram
Jd kurang enak dilihat
Model standar..ok lah hrg segini ",0.0,kemaren asli ingin biru tetapi kehabisanwrn khaki nya agak suram jadi kurang enak lihat model standarok lah harga gin
484,"Langganan pokoknya
Gak mengecewakan
Ajiibbb
Murceee
🤗🥳🤩😍🥰",1.0,langgan pokok tidak kecewa ajiibbb murceee
485,"Orderan yg ksekiann kalinyaaaa
Selama order gak pernah mengecewakan
Sangat sangat puasssss
Thank you seller 😊😊",1.0,order yang ksekiann kalinyaaaa lama order tidak pernah kecewa sangat sangat puasssss thank kamu jual
486,Sudah tidak diragukan lagi kualitas order tas di @TasradyBatam. Beberapa Kolekti Tas Saya beli disini.,1.0,sudah tidak ragu lagi kualitas order tas di tasradybatam beberapa kolekti tas saya beli sini
487,"Pengemasannya sangat rapiii..
Dan kualitassnya tidak mengecewakan..
Pokoknya langganan terussssss",1.0,emas sangat rapiii dan kualitassnya tidak kecewa pokok langgan terussssss
488,"Tadinya mau kasih bintang lima, tapi gara2 ada cacat dibagian aksesoris nya udah mengelupas jadi bintang 4 yaa,, makasiih suka siih cuma kecewa sama cacatnya itu, lain kali tolong hati2 sebelum di pack",0.0,tadi mau kasih bintang lima tapi gara ada cacat bagi aksesoris nya sudah kelupas jadi bintang yaa makasiih suka siih cuma kecewa sama cacat itu lain kali tolong hati belum di pack
489,Koq gada tali pendeknya yha mba? Aq kena komplenan customer aq ini.. padahal Uda langganan disini,0.0,koq tidak ada tali pendek yha mbak saya kena komplenan customer saya ini padahal sudah langgan sini
490,Beli ini dah sering bngt.. emang baguus da laku banget di jualnya.. oke deh pokonya g pernah jelek..,1.0,beli ini sudah sering bngt emang baguus da laku banget di jual oke deh poko tidak pernah jelek
491,Recomended bet dah ah toko nya gak usah ragu deh kalo mau order di toko ini🤗,1.0,recomended banget sudah ah toko nya tidak usah ragu deh kalau mau order di toko ini
492,"Sudah langganan belanja tas disini dan ngga pernah kecewa sama barangnya, super cantik semua tasnya",1.0,sudah langgan belanja tas sini dan tidak pernah kecewa sama barang super cantik semua tas
493,"emang paling the best kalo masalah per tasan mah
the best juga pengirimannya cuma seharu udh smpe....
makasssiihhhhhh",1.0,emang paling the best kalau masalah per tas mah the best juga kirim cuma haru sudah sampai makasssiihhhhhh
494,"Seperti biasa udah langganan banget tas2nya sllu ga mengecewakan, thx u seller",1.0,seperti biasa sudah langgan banget tas sllu tidak kecewa terimakasih kamu jual
495,Beli ini dah sering bngt.. emang baguus da laku banget di jualnya.. oke deh pokonya g pernah jelek..,1.0,beli ini sudah sering bngt emang baguus da laku banget di jual oke deh poko tidak pernah jelek
496,"Kondisi tas dalam tidak baik,kecewa bgt karna ada bekas tinta dan packing an nya hanya berlapis plastik hitam saja,dan tidak ada Buble wrap!padahal buat kado tapi gagal dehh karna kondisi tas yg tidak baik.😿😿",0.0,kondisi tas dalam tidak baikkecewa banget karena ada bekas tinta dan packing an nya hanya lap plastik hitam sajadan tidak ada buble wrappadahal buat kado tapi gagal dehh karena kondisi tas yang tidak baik
497,GK sebaguss itu sihhh krna adaa cacat nyaaaaaaaaaaaaaaaaa,0.0,tidak sebaguss itu sihhh karena adaa cacat nyaaaaaaaaaaaaaaaaa
498,Cantik udh order untuk kesekian kali nya n gk prnh kecewa,1.0,cantik sudah order untuk sekian kali nya n tidak pernah kecewa
499,"Mewahhhhh kelihatan kayak tass mahal, bahannya kokohh tapi gak kakuu!!! Gak pernah ngecewain toko ini, tasnya bagus2 pilihan modelnya jugaa banyakkk...👍🏼👍🏼👏🏻👏🏻👏🏻👏🏻😍",1.0,mewahhhhh lihat seperti tass mahal bahan kokohh tapi tidak kakuu tidak pernah ngecewain toko ini tas bagus pilih model jugaa banyakkk
500,Agak kecewa dompetnya ga bs msk pdhl lht di videonya dompet pjg plus dll muat,0.0,agak kecewa dompet tidak bisa msk padahal lihat di video dompet pjg plus dan lain muat
501,Selalu cepat pengirimannya. Gak pernah kecewa beli di toko ini. Real pict dan cuantik harga miring lg. Makasih ya seller.,1.0,selalu cepat kirim tidak pernah kecewa beli di toko ini real pict dan cuantik harga miring lagi terimakasih ya jual
502,"Kualitas tak perlu diragukan lagi, kedua kalinya beli dsniii🌸 secinta itu sama produknya.. muluss💜",1.0,kualitas tidak perlu ragu lagi dua kali beli dsniii cinta itu sama produk muluss
503,Kece parah bagus bahannya juga gak murahan pokoknya gak pernah nyesel beli disini sukak❤️,1.0,gaul parah bagus bahan juga tidak murah pokok tidak pernah sesal beli sini sukak
504,"Barang lama sampai dan perlakuan penjual yg tidak sangat lama bls.dan saya tidak mendapatkan gantungan tas dibagian depan.saat saya menchat pemilik dia selalu mencuekin saya,chat susah di bls.mohon ya kepada penujual agar punya rasa baik kepada pembeli.",0.0,barang lama sampai dan laku jual yang tidak sangat lama blsdan saya tidak dapat gantung tas bagi depansaat saya menchat milik dia selalu mencuekin sayachat susah di blsmohon ya kepada penujual agar punya rasa baik kepada beli
505,"Baguuusnya klewaaat,,, benar2 gak mengecewakan thank's ya 👍👍👍👍",1.0,baguuusnya klewaaat benar tidak kecewa terimakasih ya
506,"Tas nyaa cantikkk realpickkk ga kaya tas murahannn,keburu diambil ibu tas nyaa karna sukaaa jadi ga sempat foto deh",1.0,tas nyaa cantikkk realpickkk tidak kaya tas murahannnkeburu ambil ibu tas nyaa karena sukaaa jadi tidak sempat foto deh
507,Tas a bagus banegt.cuma pengemasan dan pngiriman a lama banget.,1.0,tas a bagus banegtcuma emas dan pngiriman a lama banget
508,Bgs bgt ngga kecewa deh pokoknya 👍👍👍👍,1.0,bgs banget tidak kecewa deh pokok
509,"Tukang tipu... Toko ini penipu...
Masa CO bayar tas lain... Di kirimnya yg harga  murah...",0.0,tukang tipu toko ini tipu masa cowok bayar tas lain di kirim yang harga murah
510,"Tasnya realpict dan kembut banget, sumpah gak mengecewakan lah pokoknya",1.0,tas realpict dan kembut banget sumpah tidak kecewa lah pokok
511,KECEWA SIH PESENNYA beda malah dikirim sama tapi gapapalah dengan harga segitu:),0.0,kecewa sih sen beda malah kirim sama tapi gapapalah dengan harga segitu
512,"Pesan 5 kurang 1 warna milo,,,,,agak kecewa siii warna milo gak adaaaaa,,,,, lain kali cek dulu sebelum barang dikirim",0.0,pesan kurang warna miloagak kecewa siii warna milo tidak adaaaaa lain kali cek dulu belum barang kirim
513,Ko salah bahan ya yang warna coklat nya .... terus warna yang aku minta ga ada ..... dikirim yang warna cadangan .... sedih,0.0,ko salah bahan ya yang warna cokelat nya terus warna yang saya minta tidak ada kirim yang warna cadang sedih
514,"Kecewa banget si, memang silver ngga ada ya tolong konfirmasi, jangan asal gitu dong",0.0,kecewa banget si memang silver tidak ada ya tolong konfirmasi jangan asal begitu dong
515,"Yeaaayyyyy akhirnya paketnya dtg juga, makasih seller, dtgnya lumayan lama yaa krn lg 12.12 juga. Untuk warnanya bagus² sih tp entah knp aku kurang suka ya sama warnanya krn menurutku agak kurang aesthetic aja gitu warnanya, but it's okay bakalan ttp aku pake, krn syg udh dibeli kan, thank you kak",0.0,yeaaayyyyy akhir paket datang juga terimakasih jual dtgnya lumayan lama yaa karena lagi juga untuk warna bagus sih tetapi entah kenapa saya kurang suka ya sama warna karena turut agak kurang aesthetic saja begitu warna but its okay bakal ttp saya pakai karena sayang sudah beli kan thank kamu kak
516,"Produk bgus, pengemsan oke, nggak ada yang cacat..nex order lagi, untuk abang kurir makasih...",1.0,produk bgus pengemsan oke tidak ada yang cacatnex order lagi untuk abang kurir terimakasih
517,"bagus barangnya , kirain yg khaki muda bakal agak terang gitu kaya di foto ternyata pas dateng gelap kek nya salah kirim warna",1.0,bagus barang kirain yang khaki muda bakal agak terang begitu kaya di foto nyata pas datang gelap seperti nya salah kirim warna
518,"sy saranin yg MAU BELI ditoko ini lbh baik JANGAN. pengiriman lama, produk tdk dikirim sesuai pesanan dgn alasan stock kosong maka yg dikirim random padahal stock kosong mana mungkin saya bisa CO. shopee jangan jadikan toko ini sbg no 1 hijab terlaris bella square. RUGI. tlg sy gbs nilai bintang 1",0.0,saya saranin yang mau beli di toko ini lebih baik jangan kirim lama produk tidak kirim sesuai pesan dengan alas sedia kosong maka yang kirim random padahal sedia kosong mana mungkin saya bisa cowok shopee jangan jadi toko ini bagai nomor hijab laris bella square rugi tolong saya tidak bisa nilai bintang
519,"Worth it parah sih, harga murah tapi gak murahan gais🥺🥰",1.0,worth it parah sih harga murah tapi tidak murah gais
520,"Bekas lipatannya susah diilangin, walaupun udah pakai setrika, tapi gapapa lah✨👍",0.0,bekas lipat susah diilangin walaupun sudah pakai setrika tapi tidak apa lah
521,"Paketnya udh sampe 
Lama pisan pengirimannya
Toko d chat chat ga ada balesan",0.0,paket sudah sampai lama sekali kirim toko d chat chat tidak ada balesan
522,"Gajelas ni penjual udah pengiriman nya lama pas dateng yg bagus cuma warna latte doang warna nya pas tebel, yg lain tipis bgt apa lgi warna nude masa warna nya cream kuning ngejreng bgt kaya nenek"" gua make:))",0.0,tidak jelas ni jual sudah kirim nya lama pas datang yang bagus cuma warna latte saja warna nya pas tebal yang lain tipis banget apa lagi warna nude masa warna nya cream kuning ngejreng banget kaya nenek saya pakai
